year,state,abbr,electors,d_pv,pop,area,d_pv_nat,d_2pv_nat,d_cand,r_cand,winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,d_2pv,state_winner,dem_hsa_advantage,rep_hsa_advantage,dem_rsa_advantage,rep_rsa_advantage,total_rep_electors,total_dem_electors
1980,New Jersey,NJ,17,38.55799204,7376330,7419,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,42.59085548,0,0,0,0,0,448,90
1984,New Jersey,NJ,16,39.19754794,7515473,7419,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,39.47860892,0,0,0,0,0,525,13
1988,New Jersey,NJ,16,42.59814238,7712333,7419,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,43.09884239,0,0,0,0,0,426,112
1992,New Jersey,NJ,15,42.95395912,7827770,7419,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,51.42031835,1,0,0,0,0,168,370
1996,New Jersey,NJ,15,53.72029286,8009624,7419,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,59.96679321,1,0,0,0,0,159,379
2000,New Jersey,NJ,15,56.12560892,8430621,7419,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,58.21140942,1,0,0,0,0,271,267
2004,New Jersey,NJ,15,52.92340901,8634561,7419,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,53.37053632,1,0,0,0,0,286,252
2008,New Jersey,NJ,15,57.27213715,8711090,7419,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,57.86462987,1,0,0,0,0,173,365
2012,New Jersey,NJ,14,58.34235491,8844942,7419,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,58.95196555,1,0,0,0,0,206,332
2016,New Jersey,NJ,14,55.45308445,8870827,7419,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,57.28419014,1,0,0,0,0,306,232
2020,New Jersey,NJ,14,57.33419675,9288994,7419,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,58.07128358,1,0,0,0,0,229,307
1952,New Mexico,NM,4,44.28225374,735000,121365,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,44.426925,0,0,0,0,0,442,89
1956,New Mexico,NM,4,41.78303915,806000,121365,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,41.95487295,0,0,0,0,0,457,74
1960,New Mexico,NM,4,50.15219844,954000,121365,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,50.37028668,1,0,0,0,0,220,317
1964,New Mexico,NM,4,59.22103689,1006000,121365,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,59.5409001,1,0,0,0,0,52,486
1968,New Mexico,NM,4,39.74596753,994000,121365,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,43.39316749,0,0,0,0,0,320,218
1972,New Mexico,NM,4,36.55679383,1078697,121365,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,37.45360907,0,0,0,0,0,521,17
1976,New Mexico,NM,4,48.28440433,1189295,121365,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,48.75523248,0,0,0,0,0,241,297
1980,New Mexico,NM,4,36.78482894,1309400,121365,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,40.09173326,0,0,0,0,0,448,90
1984,New Mexico,NM,5,39.22643233,1416717,121365,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,39.65040187,0,0,0,0,0,525,13
1988,New Mexico,NM,5,46.89357425,1490337,121365,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,47.49008426,0,0,0,0,0,426,112
1992,New Mexico,NM,5,45.89884664,1580750,121365,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,55.14215677,1,0,0,0,0,168,370
1996,New Mexico,NM,5,49.18320224,1706151,121365,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,54.02413056,1,0,0,0,0,159,379
2000,New Mexico,NM,5,47.90855405,1821204,121365,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,50.03192603,1,0,0,0,0,271,267
2004,New Mexico,NM,5,49.04667964,1903808,121365,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,49.59966411,0,0,0,0,0,286,252
2008,New Mexico,NM,5,56.90748026,2010662,121365,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,57.66490002,1,0,0,0,0,173,365
2012,New Mexico,NM,5,52.99276052,2087309,121365,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,55.29520465,1,0,0,0,0,206,332
2016,New Mexico,NM,5,48.25564718,2091630,121365,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,54.65079494,1,0,0,0,0,306,232
2020,New Mexico,NM,5,54.28928585,2117522,121365,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,55.51849015,1,0,0,0,0,229,307
1952,New York,NY,45,43.55353586,15192000,47224,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,43.99061923,0,0,0,0,1,442,89
1956,New York,NY,45,38.77962358,16112000,47224,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,38.79180252,0,0,0,0,1,457,74
1960,New York,NY,45,52.53111371,16838000,47224,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,52.6363347,1,0,0,0,0,220,317
1964,New York,NY,43,68.56189947,17589000,47224,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,68.65099421,1,0,0,0,0,52,486
1968,New York,NY,43,49.75607012,18051000,47224,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,52.90099183,1,0,0,0,1,320,218
1972,New York,NY,41,41.20572535,18339400,47224,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,41.3093646,0,0,0,0,1,521,17
1976,New York,NY,41,48.65083286,17940541,47224,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,53.44519461,1,0,0,0,0,241,297
1980,New York,NY,41,43.99209992,17566754,47224,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,50.84486381,1,0,0,0,0,448,90
1984,New York,NY,36,44.09238689,17745684,47224,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,47.05828213,0,0,0,0,0,525,13
1988,New York,NY,36,50.19497561,17941309,47224,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,53.42205264,1,0,0,0,0,426,112
1992,New York,NY,33,47.27630691,18082032,47224,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,62.1108254,1,0,0,0,0,168,370
1996,New York,NY,33,56.67893903,18143805,47224,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,67.73202938,1,0,0,0,0,159,379
2000,New York,NY,33,56.63927048,19001780,47224,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,63.57599159,1,0,0,0,0,271,267
2004,New York,NY,31,56.13058127,19171567,47224,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,59.82979066,1,0,0,0,0,286,252
2008,New York,NY,31,60.15696154,19212436,47224,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,65.76385738,1,0,0,0,0,173,365
2012,New York,NY,29,60.76098417,19572932,47224,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,66.04269487,1,0,0,0,0,206,332
2016,New York,NY,29,56.1361426,19633428,47224,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,63.4115065,1,0,1,1,1,306,232
2020,New York,NY,29,60.39188454,20201249,47224,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,61.71683489,1,0,1,0,0,229,307
1952,North Carolina,NC,14,53.91011718,4109000,48718,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,53.91011718,1,0,0,0,0,442,89
1956,North Carolina,NC,14,50.66352549,4309000,48718,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,50.66352549,1,0,0,0,0,457,74
1960,North Carolina,NC,14,52.1086459,4573000,48718,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,52.1086459,1,0,0,0,0,220,317
1964,North Carolina,NC,13,56.15077513,4802000,48718,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,56.15077513,1,0,0,0,0,52,486
1968,North Carolina,NC,13,29.23559348,5004000,48718,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,42.52825745,0,0,0,0,0,320,218
1972,North Carolina,NC,13,28.88855086,5301150,48718,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,29.3724399,0,0,0,0,0,521,17
1976,North Carolina,NC,13,55.26918671,5607964,48718,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,55.5532925,1,0,0,0,0,241,297
1980,North Carolina,NC,13,47.18285535,5898980,48718,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,48.90031737,0,0,0,0,0,448,90
1984,North Carolina,NC,13,37.89196368,6164006,48718,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,37.97213705,0,0,0,0,0,525,13
1988,North Carolina,NC,13,41.70631146,6480594,48718,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,41.84246213,0,0,0,0,0,426,112
1992,North Carolina,NC,14,42.6533683,6831850,48718,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,49.54153572,0,0,0,0,0,168,370
1996,North Carolina,NC,14,44.03553214,7307658,48718,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,47.47001333,0,0,0,0,0,159,379
2000,North Carolina,NC,14,43.14567117,8081614,48718,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,43.53600302,0,0,0,0,0,271,267
2004,North Carolina,NC,15,43.58314622,8553152,48718,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,43.758028,0,0,0,0,0,286,252
2008,North Carolina,NC,15,49.7036664,9309449,48718,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,50.1659633,1,0,0,0,0,173,365
2012,North Carolina,NC,15,48.35096858,9749476,48718,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,48.9659651,0,0,0,0,0,206,332
2016,North Carolina,NC,15,46.17286617,10154788,48718,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,48.0962542,0,0,0,0,0,306,232
2020,North Carolina,NC,15,48.58621178,10439388,48718,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,49.31581747,0,0,0,0,0,229,307
1952,North Dakota,ND,4,28.39183051,608000,68994,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,28.57387689,0,0,0,0,0,442,89
1956,North Dakota,ND,4,38.08875118,613000,68994,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,38.16132035,0,0,0,0,0,457,74
1960,North Dakota,ND,4,44.52198211,634000,68994,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,44.54726114,0,0,0,0,0,220,317
1964,North Dakota,ND,4,57.96841197,649000,68994,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,58.05783923,1,0,0,0,0,52,486
1968,North Dakota,ND,4,38.23149724,621000,68994,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,40.59707502,0,0,0,0,0,320,218
1972,North Dakota,ND,3,35.78573618,631119,68994,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,36.57069579,0,0,0,0,0,521,17
1976,North Dakota,ND,3,45.77004319,645797,68994,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,46.9619895,0,0,0,0,0,241,297
1980,North Dakota,ND,3,26.2985029,654380,68994,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,29.01929025,0,0,0,0,0,448,90
1984,North Dakota,ND,3,33.79896495,680497,68994,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,34.26541762,0,0,0,0,0,525,13
1988,North Dakota,ND,3,42.97200104,655331,68994,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,43.40464428,0,0,0,0,0,426,112
1992,North Dakota,ND,3,32.18350517,635427,68994,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,42.12529523,0,0,0,0,0,168,370
1996,North Dakota,ND,3,40.12784757,642858,68994,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,46.08868099,0,0,0,0,0,159,379
2000,North Dakota,ND,3,33.0553397,642023,68994,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,35.27260343,0,0,0,0,0,271,267
2004,North Dakota,ND,3,35.49881247,644705,68994,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,36.09064585,0,0,0,0,0,286,252
2008,North Dakota,ND,3,44.62054001,657569,68994,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,45.59134371,0,0,0,0,0,173,365
2012,North Dakota,ND,3,38.69731089,701176,68994,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,39.88879171,0,0,0,0,0,206,332
2016,North Dakota,ND,3,27.22673946,754434,68994,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,30.1907571,0,0,0,0,0,306,232
2020,North Dakota,ND,3,31.75676236,779094,68994,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,32.78259158,0,0,0,0,0,229,307
1952,Ohio,OH,25,43.24430292,8275000,40953,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,43.24430292,0,0,0,0,0,442,89
1956,Ohio,OH,25,38.88579019,9207000,40953,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,38.88579019,0,0,0,0,0,457,74
1960,Ohio,OH,25,46.71585462,9734000,40953,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,46.71585462,0,0,0,0,0,220,317
1964,Ohio,OH,26,62.94299904,10080000,40953,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,62.94299904,1,0,0,0,0,52,486
1968,Ohio,OH,26,42.94736619,10516000,40953,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,48.70506358,0,0,0,0,0,320,218
1972,Ohio,OH,25,38.07008765,10746993,40953,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,38.96525022,0,0,0,0,0,521,17
1976,Ohio,OH,25,48.89868667,10752662,40953,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,50.1163546,1,0,0,0,0,241,297
1980,Ohio,OH,25,40.90981354,10800650,40953,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,44.26451499,0,0,0,0,0,448,90
1984,Ohio,OH,23,40.00319948,10737746,40953,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,40.52931628,0,0,0,0,0,525,13
1988,Ohio,OH,23,44.14684136,10798552,40953,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,44.52593535,0,0,0,0,0,426,112
1992,Ohio,OH,21,40.18128056,11007609,40953,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,51.16816334,1,0,0,0,0,168,370
1996,Ohio,OH,21,47.37574745,11187032,40953,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,53.59694918,1,0,0,0,0,159,379
2000,Ohio,OH,21,46.44042809,11363543,40953,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,48.16127778,0,0,0,0,0,271,267
2004,Ohio,OH,20,48.70668524,11452251,40953,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,48.94125599,0,0,0,0,0,286,252
2008,Ohio,OH,20,51.50427006,11515391,40953,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,52.33384076,1,0,0,0,0,173,365
2012,Ohio,OH,18,50.66674766,11548923,40953,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,51.51405677,1,0,0,0,0,206,332
2016,Ohio,OH,18,43.55807628,11634370,40953,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,45.73231542,0,0,0,0,0,306,232
2020,Ohio,OH,18,45.23933834,11799448,40953,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,45.92330235,0,0,0,0,0,229,307
1952,Oklahoma,OK,8,45.4105654,2219000,68679,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,45.4105654,0,0,0,0,0,442,89
1956,Oklahoma,OK,8,44.86891255,2273000,68679,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,44.86891255,0,0,0,0,0,457,74
1960,Oklahoma,OK,8,40.98001439,2336000,68679,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,40.98001439,0,0,0,0,0,220,317
1964,Oklahoma,OK,8,55.74633324,2446000,68679,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,55.74633324,1,0,0,0,0,52,486
1968,Oklahoma,OK,8,31.98626636,2503000,68679,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,40.14853165,0,0,0,0,0,320,218
1972,Oklahoma,OK,8,23.99718419,2658646,68679,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,24.56309656,0,0,0,0,0,521,17
1976,Oklahoma,OK,8,48.74722019,2826815,68679,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,49.38477948,0,0,0,0,0,241,297
1980,Oklahoma,OK,8,34.96766135,3040758,68679,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,36.62786672,0,0,0,0,0,448,90
1984,Oklahoma,OK,8,30.66714662,3285533,68679,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,30.89017415,0,0,0,0,0,525,13
1988,Oklahoma,OK,8,41.28165146,3167057,68679,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,41.61018773,0,0,0,0,0,426,112
1992,Oklahoma,OK,8,34.0247375,3204174,68679,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,44.3778817,0,0,0,0,0,168,370
1996,Oklahoma,OK,8,40.44913745,3289634,68679,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,45.59939089,0,0,0,0,0,159,379
2000,Oklahoma,OK,8,38.42690457,3454365,68679,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,38.91932878,0,0,0,0,0,271,267
2004,Oklahoma,OK,7,34.42959834,3525233,68679,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,34.42959834,0,0,0,0,0,286,252
2008,Oklahoma,OK,7,34.35491888,3668976,68679,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,34.35491888,0,0,0,0,0,173,365
2012,Oklahoma,OK,7,33.22768026,3818814,68679,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,33.22768026,0,0,0,0,0,206,332
