year,month,month_index,election_cycle,election_year,jobs,pce,rdpi,cpi,ics,sp500,unemp
1970,5,-30,8,1972,71124,642.4,3830.3,38.6,75.4,76.93000033,4.8
1970,6,-29,8,1972,71029,646.3,3838.2,38.8,75.4,76.93000033,4.9
1970,7,-28,8,1972,71053,648.5,3892.6,38.9,75.4,81.290001,5
1970,8,-27,8,1972,70937,652.9,3905.1,39,77.6,81.290001,5.1
1970,9,-26,8,1972,70944,659.1,3900.8,39.2,77.6,81.290001,5.4
1970,10,-25,8,1972,70521,658.3,3888.1,39.4,77.6,87.533333,5.5
1970,11,-24,8,1972,70409,656.6,3882.3,39.6,72.4,87.533333,5.9
1970,12,-23,8,1972,70792,665.6,3900,39.8,72.4,87.533333,6.1
1971,1,-22,8,1972,70865,676.1,3959.8,39.9,78.1,97.646665,5.9
1971,2,-21,8,1972,70807,679.4,3965.2,39.9,78.1,97.646665,5.9
1971,3,-20,8,1972,70860,682,3978.2,40,78.1,97.646665,6
1971,4,-19,8,1972,71036,688.8,3986.5,40.1,78.1,100.759997,5.9
1971,5,-18,8,1972,71247,691.1,4002.6,40.3,80.2,100.759997,5.9
1971,6,-17,8,1972,71254,699.8,4087.3,40.5,80.2,100.759997,5.9
1971,7,-16,8,1972,71315,698.9,4029.1,40.6,80.2,97.649999,6
1971,8,-15,8,1972,71373,704.9,4043.3,40.7,82.1,97.649999,6.1
1971,9,-14,8,1972,71614,713,4067.3,40.8,82.1,97.649999,6
1971,10,-13,8,1972,71642,715.8,4080.4,40.9,82.1,96.769999,5.8
1971,11,-12,8,1972,71847,720.9,4090,41,82,96.769999,6
1971,12,-11,8,1972,72109,728.4,4110.9,41.1,82,96.769999,6
1972,1,-10,8,1972,72441,731.5,4090.1,41.2,92.8,105.903333,5.8
1972,2,-9,8,1972,72648,736.2,4115.2,41.4,92.8,105.903333,5.7
1972,3,-8,8,1972,72944,749.2,4132.3,41.4,92.8,105.903333,5.8
1972,4,-7,8,1972,73162,752.5,4130.6,41.5,92.8,108.113332,5.7
1972,5,-6,8,1972,73469,758,4160.9,41.6,88.6,108.113332,5.7
1972,6,-5,8,1972,73758,761.6,4174.2,41.7,88.6,108.113332,5.7
1972,7,-4,8,1972,73709,769.9,4204.5,41.8,88.6,109.676666,5.6
1972,8,-3,8,1972,74141,776.3,4243.5,41.9,95.2,109.676666,5.6
1972,9,-2,8,1972,74264,781.1,4260,42.1,95.2,109.676666,5.5
1972,10,-1,8,1972,74674,794.9,4366.9,42.2,95.2,115.4333343,5.6
1972,11,0,9,1972,74973,800.5,4415.4,42.4,90.7,115.4333343,5.3
1972,12,-47,9,1976,75268,806.1,4435.1,42.5,90.7,115.4333343,5.2
1973,1,-46,9,1976,75617,816.5,4411.9,42.7,81.9,113.0766653,4.9
1973,2,-45,9,1976,76014,825.8,4444.7,43,81.9,113.0766653,5
1973,3,-44,9,1976,76284,832.8,4461,43.4,81.9,113.0766653,4.9
1973,4,-43,9,1976,76455,835.7,4466.7,43.7,81.9,105.3933333,5
1973,5,-42,9,1976,76648,841.6,4475,43.9,77,105.3933333,4.9
1973,6,-41,9,1976,76887,844.3,4488.3,44.2,77,105.3933333,4.9
1973,7,-40,9,1976,76913,854.1,4499,44.2,77,106.966667,4.8
1973,8,-39,9,1976,77168,853.3,4484.4,45,72,106.966667,4.8
1973,9,-38,9,1976,77276,869.2,4507.3,45.2,72,106.966667,4.8
1973,10,-37,9,1976,77607,868.2,4546.9,45.6,72,100.600001,4.6
1973,11,-36,9,1976,77920,876.9,4554.1,45.9,76.5,100.600001,4.8
1973,12,-35,9,1976,78031,876.6,4537.2,46.3,76.5,100.600001,4.9
1974,1,-34,9,1976,78100,884.5,4504.1,46.8,61.8,95.59000133,5.1
1974,2,-33,9,1976,78254,889.7,4470.2,47.3,61.8,95.59000133,5.2
1974,3,-32,9,1976,78296,901.4,4438.2,47.8,61.8,95.59000133,5.1
1974,4,-31,9,1976,78382,910.8,4435.1,48.1,61.8,87.86333233,5.1
1974,5,-30,9,1976,78549,922.4,4430.6,48.6,72.1,87.86333233,5.1
1974,6,-29,9,1976,78604,928,4421.7,49,72.1,87.86333233,5.4
1974,7,-28,9,1976,78636,937.9,4438.7,49.3,72.1,71.666667,5.5
1974,8,-27,9,1976,78619,954.8,4432.6,49.9,64.4,71.666667,5.5
1974,9,-26,9,1976,78610,955.1,4428,50.6,64.4,71.666667,5.9
1974,10,-25,9,1976,78630,959.2,4442.6,51,64.4,70.81000033,6
1974,11,-24,9,1976,78265,956.2,4419,51.5,59.5,70.81000033,6.6
1974,12,-23,9,1976,77652,961.8,4419.7,51.9,59.5,70.81000033,7.2
1975,1,-22,9,1976,77293,975.6,4417.4,52.3,57.6,80.64333333,8.1
1975,2,-21,9,1976,76918,989.4,4420.1,52.6,57.6,80.64333333,8.1
1975,3,-20,9,1976,76648,990.6,4424.1,52.8,57.6,80.64333333,8.6
1975,4,-19,9,1976,76460,995,4505.1,53,57.6,91.21333567,8.8
1975,5,-18,9,1976,76624,1018.9,4765.1,53.1,72.8,91.21333567,9
1975,6,-17,9,1976,76521,1026.8,4604.9,53.5,72.8,91.21333567,8.8
1975,7,-16,9,1976,76770,1039.8,4533.9,54,72.8,86.5,8.6
1975,8,-15,9,1976,77153,1047,4564.1,54.2,75.7,86.5,8.4
1975,9,-14,9,1976,77228,1054.8,4575.2,54.6,75.7,86.5,8.4
1975,10,-13,9,1976,77540,1060.9,4594.3,54.9,75.7,90.156667,8.4
1975,11,-12,9,1976,77685,1075.8,4590.9,55.3,75.6,90.156667,8.3
1975,12,-11,9,1976,78017,1092.1,4595.3,55.6,75.6,90.156667,8.2
1976,1,-10,9,1976,78503,1107.1,4625.1,55.8,84.6,101.1133323,7.9
1976,2,-9,9,1976,78816,1107.7,4653.7,55.9,84.6,101.1133323,7.7
1976,3,-8,9,1976,79048,1114.9,4667.6,56,84.6,101.1133323,7.6
1976,4,-7,9,1976,79292,1125.4,4673.7,56.1,84.6,102.0333327,7.7
1976,5,-6,9,1976,79312,1122.7,4673.8,56.4,83.3,102.0333327,7.4
1976,6,-5,9,1976,79376,1140.5,4678.3,56.7,83.3,102.0333327,7.6
1976,7,-4,9,1976,79547,1149.6,4705.1,57,83.3,103.8633347,7.8
1976,8,-3,9,1976,79704,1158,4714.6,57.3,89.7,103.8633347,7.8
1976,9,-2,9,1976,79892,1168.8,4715.6,57.6,89.7,103.8633347,7.6
1976,10,-1,9,1976,79911,1176.8,4707.4,57.9,89.7,104.153333,7.7
1976,11,0,10,1976,80240,1189,4749.8,58.1,87,104.153333,7.8
1976,12,-47,10,1980,80448,1211.5,4767.9,58.4,87,104.153333,7.8
1977,1,-46,10,1980,80690,1215,4758.3,58.7,87.1,100.089999,7.5
1977,2,-45,10,1980,80988,1231.3,4716.2,59.3,87.1,100.089999,7.6
1977,3,-44,10,1980,81391,1238.3,4782.4,59.6,87.1,100.089999,7.4
1977,4,-43,10,1980,81728,1247.3,4789.7,60,87.1,98.34666933,7.2
1977,5,-42,10,1980,82088,1257.1,4790.6,60.2,90.2,98.34666933,7
1977,6,-41,10,1980,82488,1263.6,4810.5,60.5,90.2,98.34666933,7.2
1977,7,-40,10,1980,82834,1280.5,4841.6,60.8,90.2,97.38333133,6.9
1977,8,-39,10,1980,83075,1285.7,4861.2,61.1,89,97.38333133,7
1977,9,-38,10,1980,83532,1294.5,4887.8,61.3,89,97.38333133,6.8
1977,10,-37,10,1980,83800,1311.4,4923.4,61.6,89,94.08999867,6.8
1977,11,-36,10,1980,84173,1327,4962.7,62,84.4,94.08999867,6.8
1977,12,-35,10,1980,84410,1336,4983.5,62.3,84.4,94.08999867,6.4
1978,1,-34,10,1980,84594,1329.5,4962,62.7,83.7,88.5,6.4
1978,2,-33,10,1980,84948,1355.1,4991.5,63,84.3,88.5,6.3
1978,3,-32,10,1980,85460,1377.5,5033,63.4,78.8,88.5,6.3
1978,4,-31,10,1980,86162,1396.4,5050.5,63.9,81.6,96.533333,6.1
1978,5,-30,10,1980,86509,1412,5047.2,64.5,82.9,96.533333,6
1978,6,-29,10,1980,86950,1425.8,5047.5,65,80,96.533333,5.9
1978,7,-28,10,1980,87204,1426.8,5072.8,65.5,82.4,102.1700007,6.2
1978,8,-27,10,1980,87483,1447,5094.2,65.9,78.4,102.1700007,5.9
